NAMA,PAKET,HARGA,DESKRIPSI_FASILITAS,ALAMAT,KOTA,LATITUDE,LONGITUDE
Dewi Wedding,Paket Rumah Spesial 1,IDR 68.000.000,"Pelaminan Minimalis Modern.
Kursi Pelaminan 1 set.
Rangkaian Bunga Segar di Pelaminan
Karpet Merah di Pelaminan
Lighting ke Pelaminan.
Bunga Segar di Buffe Utama.
Janur / Umbul-umbul 1 pasang.
Rangkaian Bunga di Meja Terima Tamu 2 bh.
Pargola Pintu Masuk.
Wellcome Gazebo di pintu masuk.
D  Tata Rias & Busana:
Tata Rias & Busana Pengantin akad & resepsi.
Tata Rias & Busana Orang Tua 2 pasang.
Tata Rias & Busana Penerima Tamu 4 Orang, Album Photo Eksklusif Anti Gores 1 Album, Master Foto Transfer DVD., Video Shooting Transfer DVD
Mini Studio, MC Untuk Resepsi Pernikahan, Cucuk Lampah / Mang Lengser, Tenda Sentris 150 m2, Kursi Futura + Cover 100 bh, Cooling Fan (Blower) 2 bh, Tempat Souvenir 2 bh (dipinjamkan), Tempat Angpaw 2 bh (dipinjamkan), Buku Tamu 2 bh + Spidol, Standing Frame 2 bh dipinjamkan, Hiburan Upacara Adat Resepsi Sunda/Jawa (tnp tarian), Organ Tunggal + Penyanyi, Bonus Buffe Keluarga 50 porsi, Photo Ukuran 17 R + Bingkai Cantik 1 bh, Kamar Pengantin.
","Jalan Raya Gunungsari No 214A, (Depan Pasar Ikan Hias Gunungsari), Surabaya, Sawunggaling, Kec. Wonokromo, Jawa Timur 60250",Surabaya,-7.305527,112.724038
Dewi Wedding,Paket Rumah Spesial 2,IDR 72.000.000,"Pelaminan Minimalis Modern.
Kursi Pelaminan 1 set.
Rangkaian Bunga Segar di Pelaminan
Karpet Merah di Pelaminan
Lighting ke Pelaminan.
Bunga Segar di Buffe Utama.
Janur / Umbul-umbul 1 pasang.
Rangkaian Bunga di Meja Terima Tamu 2 bh.
Pargola Pintu Masuk.
Wellcome Gazebo di pintu masuk.
Tata Rias & Busana:
Tata Rias & Busana Pengantin akad & resepsi.
Tata Rias & Busana Orang Tua 2 pasang.
Tata Rias & Busana Penerima Tamu 4 Orang, Album Photo Eksklusif Anti Gores 1 Album, Master Foto Transfer DVD., Video Shooting Transfer DVD
Mini Studio, MC Untuk Resepsi Pernikahan, Cucuk Lampah / Mang Lengser, Tenda Sentris 150 m2, Kursi Futura + Cover 100 bh, Cooling Fan (Blower) 2 bh, Tempat Souvenir 2 bh (dipinjamkan), Standing AC 2 Bh,  Tempat Angpaw 2 bh (dipinjamkan), Buku Tamu 2 bh + Spidol, Standing Frame 2 bh dipinjamkan, Hiburan Upacara Adat Resepsi Sunda/Jawa (tnp tarian), Organ Tunggal + Penyanyi, Bonus Buffe Keluarga 50 porsi, Photo Ukuran 17 R + Bingkai Cantik 1 bh, Kamar Pengantin.
","Jalan Raya Gunungsari No 214A, (Depan Pasar Ikan Hias Gunungsari), Surabaya, Sawunggaling, Kec. Wonokromo, Jawa Timur 60251",Surabaya,-7.305527,112.724038
Dewi Wedding,Paket Rumah Spesial 3,IDR 95.000.000,"Pelaminan Minimalis Modern.
Kursi Pelaminan 1 set.
Rangkaian Bunga Segar di Pelaminan
Karpet Merah di Pelaminan
Lighting ke Pelaminan.
Bunga Segar di Buffe Utama.
Janur / Umbul-umbul 1 pasang.
Rangkaian Bunga di Meja Terima Tamu 2 bh.
Pargola Pintu Masuk.
Wellcome Gazebo di pintu masuk.
Tata Rias & Busana:
Tata Rias & Busana Pengantin akad & resepsi.
Tata Rias & Busana Orang Tua 2 pasang.
Tata Rias & Busana Penerima Tamu 4 Orang,  Tata Rias & Busana 4 Saudara Kandung, Album Photo Eksklusif Anti Gores 1 Album, Master Foto Transfer DVD., Video Shooting Transfer DVD
Mini Studio, MC Untuk Resepsi Pernikahan, Cucuk Lampah / Mang Lengser, Tenda Sentris 150 m2, Kursi Futura + Cover 100 bh, Cooling Fan (Blower) 2 bh, Tempat Souvenir 2 bh (dipinjamkan), Standing AC 2 Bh,  Tempat Angpaw 2 bh (dipinjamkan), Buku Tamu 2 bh + Spidol, Standing Frame 2 bh dipinjamkan, Hiburan Upacara Adat Resepsi Sunda/Jawa (tnp tarian), Organ Tunggal + Penyanyi, Bonus Buffe Keluarga 50 porsi, Photo Ukuran 17 R + Bingkai Cantik 1 bh, Kamar Pengantin.
","Jalan Raya Gunungsari No 214A, (Depan Pasar Ikan Hias Gunungsari), Surabaya, Sawunggaling, Kec. Wonokromo, Jawa Timur 60252",Surabaya,-7.305527,112.724038
Dewi Wedding,Paket Rumah Spesial 4,IDR 143.000.000,"Pelaminan Minimalis Modern.
Kursi Pelaminan 1 set.
Rangkaian Bunga Segar di Pelaminan
Karpet Merah di Pelaminan
Lighting ke Pelaminan.
Bunga Segar di Buffe Utama.
Janur / Umbul-umbul 1 pasang.
Rangkaian Bunga di Meja Terima Tamu 2 bh.
Pargola Pintu Masuk.
Wellcome Gazebo di pintu masuk.
Tata Rias & Busana:
Tata Rias & Busana Pengantin akad & resepsi.
Tata Rias & Busana Orang Tua 2 pasang.
Tata Rias & Busana Penerima Tamu 4 Orang,  Tata Rias & Busana 4 Saudara Kandung, Album Photo Eksklusif Anti Gores 1 Album, Master Foto Transfer DVD., Video Shooting Transfer DVD
Mini Studio, MC Untuk Resepsi Pernikahan, Cucuk Lampah / Mang Lengser, Tenda Sentris 150 m2, Kursi Futura + Cover 100 bh, Cooling Fan (Blower) 2 bh, Tempat Souvenir 2 bh (dipinjamkan), Standing AC 2 Bh,  Tempat Angpaw 2 bh (dipinjamkan), Buku Tamu 2 bh + Spidol, Standing Frame 2 bh dipinjamkan, Hiburan Upacara Adat Resepsi Sunda/Jawa (dengan tarian), Organ Tunggal + Penyanyi, Bonus Buffe Keluarga 50 porsi, Photo Ukuran 17 R + Bingkai Cantik 1 bh, Kamar Pengantin.
","Jalan Raya Gunungsari No 214A, (Depan Pasar Ikan Hias Gunungsari), Surabaya, Sawunggaling, Kec. Wonokromo, Jawa Timur 60253",Surabaya,-7.305527,112.724038
Rajata Wedding,Paket Algero,IDR 9.500.000,"Dekorasi Pelaminan 3-4 Meter,Mix Flower Artifical & Original,Standing Flower Pelaminan,Karpet Jalan,Kotak Ampau,Janur,Pergola,Busana & Rias Akad Nikah Pengantin ,Busana & Rias Resepsi Pengantin,Rias Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan,Busana & Rias Terima Tamu 2  Wanita,Busana Terima Tamu 2 Laki-Laki


"," Sukolilo Dian Regency 2 Jl. Sukolilo Mulia VIII No. 38 RT. 09 RW. 02 Kel. Keputih, Kec. Sukolilo 2,5 km,   60111",Surabaya ,-7.294742,112.811541
Rajata Wedding,Paket Pernikahan Bougati,IDR 15.500.000,"Dekorasi Pelaminan 5-6 Meter,Standing Flower Pelaminan,Standing Jalan 2 Pasang,Karpet Jalan 15m,Kotak Ampau ,Janur 1 Buah,Pergola,2 Bunga segar di Meja Tamu,Mini Garden,Busana & Rias Akad Nikah Pengantin ,Busana & Rias Resepsi Pengantin,Rias Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan,Busana & Rias Terima Tamu 2  Wanita,Busana Terima,Tamu 2 Laki-Laki,Busana & Rias Keluarga 2 Orang,1 Album Kolose 10 Sheet Hard Cover,organ tur, MC akad dan resepsi
"," Sukolilo Dian Regency 2 Jl. Sukolilo Mulia VIII No. 38 RT. 09 RW. 02 Kel. Keputih, Kec. Sukolilo 2,5 km,   60112",Surabaya ,-7.294742,112.811541
Rajata Wedding,Paket Pernikahan Centiro,IDR 25.500.000,"Dekorasi Pelaminan 5-6 Meter,Standing Flower Pelaminan,Standing Jalan 2 Pasang,Karpet Jalan 15m,Kotak Ampau ,Janur 1 Buah,Pergola,2 Bunga segar di Meja Tamu,Mini Garden,Busana & Rias Akad Nikah Pengantin ,Busana & Rias Resepsi Pengantin,Rias Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan,Busana & Rias Terima Tamu 2  Wanita,Busana Terima,Tamu 2 Laki-Laki,Busana & Rias Keluarga 2 Orang,Video Shooting,1 Bingkai Size 40 x 50,1 DVD Master,MC akad dan resepsi,1 Album Kolose 10 Sheet Hard Cover,organ tur
"," Sukolilo Dian Regency 2 Jl. Sukolilo Mulia VIII No. 38 RT. 09 RW. 02 Kel. Keputih, Kec. Sukolilo 2,5 km,   60113",Surabaya ,-7.294742,112.811541
Rajata Wedding,Paket Pernikahan Danilo,IDR 30.000.000,"Dekorasi Pelaminan 5-6 Meter,Standing Flower Pelaminan,Standing Jalan 2 Pasang,Karpet Jalan 15m,Kotak Ampau ,Janur 1 Buah,Pergola,2 Bunga segar di Meja Tamu,Mini Garden,Busana & Rias Akad Nikah Pengantin ,Busana & Rias Resepsi Pengantin,Rias Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan,Busana & Rias Terima Tamu 2  Wanita,Busana Terima,Tamu 2 Laki-Laki,Busana & Rias Keluarga 2 Orang,Video Shooting,1 Bingkai Size 40 x 50,1 DVD Master,Dekorasi Photo Booth,Buku Tamu 2 Buah dan Pulpen
"," Sukolilo Dian Regency 2 Jl. Sukolilo Mulia VIII No. 38 RT. 09 RW. 02 Kel. Keputih, Kec. Sukolilo 2,5 km,   60114",Surabaya ,-7.294742,112.811541
Rajata Wedding,Paket Pernikahan Murah,IDR 8.500.000,"Dekorasi Pelaminan 5-6 Meter,Standing Flower Pelaminan,Standing Jalan 2 Pasang,Karpet Jalan 15m,Kotak Ampau ,Janur 1 Buah,Pergola,Busana & Rias Akad Nikah Pengantin ,Busana & Rias Resepsi Pengantin,Rias Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan"," Sukolilo Dian Regency 2 Jl. Sukolilo Mulia VIII No. 38 RT. 09 RW. 02 Kel. Keputih, Kec. Sukolilo 2,5 km,   60115",Surabaya ,-7.294742,112.811541
Rajata Wedding,Paket Pernikahan Anggrek,IDR 10.000.000,"Dekorasi Pelaminan 5-6 Meter,Standing Flower Pelaminan,Standing Jalan 2 Pasang,Karpet Jalan 15m,Kotak Ampau ,Janur 1 Buah,Pergola,2 Bunga segar di Meja Tamu,Busana & Rias Akad Nikah Pengantin ,Busana & Rias Resepsi Pengantin,Rias Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan,Busana & Rias Terima Tamu 2  Wanita,Busana Terima,Tamu 2 Laki-Laki,tenda dan plafon 4x15m"," Sukolilo Dian Regency 2 Jl. Sukolilo Mulia VIII No. 38 RT. 09 RW. 02 Kel. Keputih, Kec. Sukolilo 2,5 km,   60116",Surabaya ,-7.294742,112.811541
Rajata Wedding,Paket Pernikahan Bougenville,IDR 14.500.000,"Dekorasi Pelaminan 5-6 Meter,Standing Flower Pelaminan,Standing Jalan 2 Pasang,Karpet Jalan 15m,Kotak Ampau ,Janur kecil 1 Buah,Pergola,2 Bunga segar di Meja Tamu,Busana & Rias Akad Nikah Pengantin ,Busana & Rias Resepsi Pengantin,Rias Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan,Busana & Rias Terima Tamu 2  Wanita,Busana Terima,Tamu 2 Laki-Laki,Kursi Futura 70 Buah,Pemanas Prasmanan 5 Set,Piring 100 Buah,Sendok 100 Buah,Garpu 100 Buah,Meja Prasmanan 1 Set,Meja Tamu 2 Buah,Meja Gubuk 1 Buah,Blower,1 BuahTirai Penutup Tenda,Tenda Plafon 4mx15m,1 Album Kolose, Hard Cover  
"," Sukolilo Dian Regency 2 Jl. Sukolilo Mulia VIII No. 38 RT. 09 RW. 02 Kel. Keputih, Kec. Sukolilo 2,5 km,   60117",Surabaya ,-7.294742,112.811541
Rajata Wedding,Paket Pernikahan Cempaka,IDR 16.500.000,"Dekorasi Pelaminan 3 Meter,2 Bunga Segar di Meja Tamu,Standing Flower,Karpet Jalan 15m,Kotak Ampau,Janur Besar 1 Buah,Janur Kecil 1 Buah Rias,Pergola,Busana & Rias Akad Nikah Pengantin,Busana & Rias Resepsi Pengantin,Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan,Busana & Rias Terima Tamu 2  Wanita,Busana Terima Tamu 2 Laki-Laki,Kursi Futura 70 Buah,Video Shooting,Pemanas Prasmanan 5 Set,1 Bingkai Foto,Piring 100 Buah,1 DVD Master,Sendok 100 Buah,Garpu 100 Buah,Meja Prasmanan 1 Set,Meja Tamu 2 Buah,Meja Gubuk 1 Buah,Blower 1 Buah,Tirai Penutup Tenda,Tenda Dekorasi 100 meter,1 Album KoloseHard Cover,MC Akad & Resepsi,2 Bunga segar di Meja Tamu
"," Sukolilo Dian Regency 2 Jl. Sukolilo Mulia VIII No. 38 RT. 09 RW. 02 Kel. Keputih, Kec. Sukolilo 2,5 km,   60118",Surabaya ,-7.294742,112.811541
Rajata Wedding,Paket Pernikahan Dahlia,IDR 25.000.000,"Dekorasi Pelaminan 5 Meter,Panggung Pelaminan,Standing Flower,Karpet Jalan 15m,Kotak Ampau,Janur Besar 1 Buah,Janur Kecil 1 Buah,Pergola,2 Bunga segar di Meja Tamu,Busana & Rias Akad Nikah Pengantin,Busana & Rias Resepsi Pengantin Pemanas,ias Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan,Busana & Rias Terima Tamu 2  Wanita,Busana Terima Tamu 2 Laki-Laki,Busana & Rias Keluarga 2 Orang,Meja Gubuk 2 Buah,Blower 1 Buah,Kursi Futura 100 Buah,pemanas Prasmanan 5 Set,Piring 100 Buah,Sendok 100 Buah,Garpu 100 Buah,Meja Prasmanan 1 Set,Meja Tamu 2 Buah,Video Shooting,1 Bingkai Foto"," Sukolilo Dian Regency 2 Jl. Sukolilo Mulia VIII No. 38 RT. 09 RW. 02 Kel. Keputih, Kec. Sukolilo 2,5 km,   60119",Surabaya ,-7.294742,112.811541
Berkah Enterprise Wedding,Paket Economic,IDR 47.000.000,"Pelaminan 10m + Rangkaian,Electone + Penyanyi,Pregola + Karpet,Penjor 1 pcs,Stand Bunga 6 pcs,Buku Tamu + Bulpoin,Pundi Uang 2 Buah,Janur Kembang Mayang 4 pcs,Busana & Rias Akad Nikah Pengantin ,Busana & Rias Resepsi Pengantin,Busana & Rias Resepsi Pengantin,Rias Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan,Busana & Rias Terima Tamu 2  Wanita,Busana & Rias Kembang Mayang 2 Pasang,Video Cinematic (3-4 menit),Album Magnetik 70 Foto 300 pax ,MC 1 Kali Sesi","Taman pinang indah Blok F1, no.14 Lemah Putro, Lemah Putro, Banjarbendo, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61225",Sidoarjo,-7.455585,112.708009
Berkah Enterprise Wedding,Paket Midle,IDR 65.000.000,"Pelaminan 8m-14m + Rangkaian,Pregola + Karpet,Lampah,Penjor 1 pcs,Hand Bouquet,Stand Bunga 6 pcs,Pundi Uang 2 Buah,Buku Tamu + Bulpoin,Janur Kembang Mayang 4 pcs,MC 1 Kali Sesi,usana & Rias Akad Nikah Pengantin ,Busana & Rias Resepsi Pengantin,Rias Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan,Busana & Rias Terima Tamu 2  Wanita,Busana & Rias Kembang Mayang 2 Pasang,Busana & Rias Among Tamu 3 Pasang,Video Cinematic (3-4 menit),Unlimited Softfile,Cetak Album Magazine 10 Sheet,Album Magnetik  500 pax Electone +Penyanyi ,Cucuk ","Taman pinang indah Blok F1, no.14 Lemah Putro, Lemah Putro, Banjarbendo, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61226",Sidoarjo,-7.455585,112.708009
Berkah Enterprise Wedding,Paket Glamour,IDR 90.000.000,"Pelaminan 8m-14m + Rangkaian,Pregola + Karpet,Lampah,Penjor 1 pcs,Hand Bouquet,Stand Bunga 6 pcs,Pundi Uang 2 Buah,Buku Tamu + Bulpoin,Janur Kembang Mayang 4 pcs,MC 1 Kali Sesi,usana & Rias Akad Nikah Pengantin ,Busana & Rias Resepsi Pengantin,Rias Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan,Busana & Rias Terima Tamu 2  Wanita,Busana & Rias Kembang Mayang 2 Pasang,Busana & Rias Among Tamu 3 Pasang,Video Cinematic (3-4 menit),Unlimited Softfile,Cetak Album Magazine 10 Sheet,Album Magnetik  500 pax Electone +Penyanyi ,Cucuk lampah, band,Foto Prewedding (indoor),Buku Tamu + Bulpoin,Lorong Pelengkung 3 pcs,Standing Figura 4 pcs,Dekor Photobooth,Janur Kembang Mayang 4 pcs","Taman pinang indah Blok F1, no.14 Lemah Putro, Lemah Putro, Banjarbendo, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61227",Sidoarjo,-7.455585,112.708009
Berkah Enterprise Wedding,Paket Hemat,IDR 35.000.000,"Pelaminan 4-6m + Rangkaian,250 paxElectone + Penyanyi,Pregola + Karpet,System Standart,Lorong Jalan,Buku Tamu 2,Pundi Uang 2 Buah,Janur 2,Busana & Rias Akad Nikah Pengantin,MC 1 Kali Datang,Busana & Rias Resepsi Pengantin,Rias Ibu Hajat & Ibu Besan,Rias Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan,Busana & Rias Terima Tamu 2  Wanita,Busana & Rias Kembang Mayang 2 Pasang,usana & Rias Among Tamu 2 Pasang,Terop Semi Slayer 3,Video Cinematic (3-4 menit),Album Magnetik 70 Foto,Sound System Standart ","Taman pinang indah Blok F1, no.14 Lemah Putro, Lemah Putro, Banjarbendo, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61228",Sidoarjo,-7.455585,112.708009
Berkah Enterprise Wedding,Paket Meriah,IDR 45.000.000,"Pelaminan 4-6m + Rangkaian,Electone + Penyanyi,Panggung + Karpet,Penjor 1 pcs,Buku Tamu 2 + Bolpoin,Pundi Uang 2 Buah,Janur 4 pcs,Dekorasi Meja Akad,MC(Akad & Resepsi),Busana & Rias Akad Nikah Pengantin ,Busana & Rias Akad Nikah Pengantin ,Rias Ibu Hajat & Ibu Besan,Busana & Rias Bapak Hajat & Besan,Busana & Rias Terima Tamu 2  Wanita,Busana & Rias Kembang Mayang 2 Pasang,Terop Arabiyan(Full Slayer)3,Video Cinematic (3-4 menit),Unlimited Softfile,Cetak Album Magazine 10 Sheet 400 pax ,Sound System","Taman pinang indah Blok F1, no.14 Lemah Putro, Lemah Putro, Banjarbendo, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61229",Sidoarjo,-7.455585,112.708009
Berkah Enterprise Wedding,Paket Mewah,IDR 65.000.000,"Pelaminan 4-6m + Rangkaian,Electone + Penyanyi,Panggung + Karpet,Penjor 1 pcs,Busana & Rias Bapak Hajat & Besan,Album Magnetik 100 Foto,Janur Kembang Mayang 4 pcs,Busana & Rias Terima,Tamu 2  Wanita,Pundi Uang 2 Buah Busana & Rias Kembang Mayang 2 Pasang,Buku Tamu + Bulpoin,Busana & Rias Among Tamu 2 Pasang,Dekorasi Meja Akad,Standing Figura 2 pcs,Standing Blower 4,Kursi Lipat + Cover 100 pc","Taman pinang indah Blok F1, no.14 Lemah Putro, Lemah Putro, Banjarbendo, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61230",Sidoarjo,-7.455585,112.708009
Arsita Wedding,Paket Premium,IDR 25.000.000,"Pelaminan Gebyok/Modifikasi 6 Meter Dengan Bunga Asli
Taman Pelaminan (Mini Garden)
Gazebo Pintu Masuk (Wedding Gate)
Tenda Dekorasi VIP 100 Meter Tertutup
Full Karpet
Meja Tamu 2 Buah
Tempat Angpau
Kipas Angin (blower) Air 2 Buah
Pelaminan Gebyok/Modifikasi Maksimal 6 Meter Dengan Bunga Asli
Pelaminan Gebyok/Modifikasi 6 Meter Dengan Bunga Asli>
Taman Pelaminan (Mini Garden)
Gazebo Pintu Masuk (Wedding Gate)
Tenda Dekorasi VIP 100 Meter Tertutup
Full Karpet
Meja Tamu 2 Buah
Tempat Angpau
Pemanas makanan dan Nasi Roll-top 1 Set (6 Buah)
Piring, Sendok, Garpu 200 Set
Meja Gubuk 3 Buah
Kursi Plastik + Cover 100 Buah
Meja Prasmanan 1 Set
Video Shooting
Master Foto
Standing Frame 2 Buah (dipinjamkan)
Backdrop Foto
Foto Digital dengan Album Kolase
Video Shooting
Sound System
Janur 2 Buah
Buku Tamu 2 Buah
Foto 17-R + Bingkai 1 Buah (Setelah Foto Jadi)","Jl. Dharmawangsa No.36, Airlangga, Kec. Gubeng, Jawa Timur 60286",Surabaya,-7.270017,112.708009
Arsita Wedding,Paket Deluxe,IDR 22.500.000,"pelaminan Gebyok/Modifikasi 6 Meter Dengan Bunga Asli>
Taman Pelaminan (Mini Garden)
Gazebo Pintu Masuk (Wedding Gate)
Tenda Dekorasi VIP 100 Meter Tertutup
Full Karpet
Meja Tamu 2 Buah
Tempat Angpau
Kipas Angin (blower) Air 2 Buah
Pelaminan Gebyok/Modifikasi Maksimal 6 Meter Dengan Bunga Asli
Makeup Pengantin
Busana Pengantin dan Aksesoris 1 Akad 2 Resepsi
Rias dan Busana Orang Tua Wanita (Ibu) 2 Orang
Busana Orang Tua Pria (Bapak) 2 Orang
Rias dan Busana Pagar Ayu 3 Orang
Busana Pagar Bagus 3 Orang
Rias dan Busana Penerima Tamu 4 Orang
Pemanas makanan dan Nasi Roll-top 1 Set (6 Buah)
Piring, Sendok, Garpu 200 Set
Meja Gubuk 3 Buah
Video Shooting
Master Foto
Standing Frame 2 Buah (dipinjamkan)
Backdrop Foto
Sound System
Janur 2 Buah
Buku Tamu 2 Buah
Foto 17-R + Bingkai 1 Buah (Setelah Foto Jadi)
","Jl. Dharmawangsa No.36, Airlangga, Kec. Gubeng, Jawa Timur 60287",Surabaya,-7.270017,112.708009
Arsita Wedding,Paket Exclusive ,IDR 17.500.0000,"pelaminanTaman Pelaminan (Mini Garden)
Gazebo Pintu Masuk (Wedding Gate)
Tenda Dekorasi VIP 4 Meter X 16 Meter (64 M) Tertutup
Meja Penerima Tamu 2 Buah
Tempat Angpau 2 Buah
Kipas Angin Blower Air 2 Buah
Standing Foto 2 Buah
Pemanas Makanan dan Nasi Roll-top 1 set (6 Buah)
Piring, Sendok, Garpu 200 Buah
Meja Gubuk-an 3 Buah
Master Foto
Sound System
Janur 2 Buah
Buku Tamu 2 Buah
Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi)
 Rias sepasang pengantin+ busana akad dan busana resepsi, Rias sepasang ortu dan besan + busana, Rias buku tamu 2 + busana, Rias among tamu 2 pasang +busana","Jl. Dharmawangsa No.36, Airlangga, Kec. Gubeng, Jawa Timur 60288",Surabaya,-7.270017,112.708009
Arsita Wedding,Paket A,IDR 17.500.000,"Taman Pelaminan (Mini Garden)
Gazebo Pintu Masuk (Wedding Gate)
Tenda Dekorasi VIP 4 Meter X 16 Meter (64 M) Tertutup
Meja Penerima Tamu 2 Buah
Tempat Angpau 2 Buah
Kipas Angin Blower Air 2 Buah
Standing Foto 2 Buah
Pemanas Makanan dan Nasi Roll-top 1 set (6 Buah)
Piring, Sendok, Garpu 200 Buah
Meja Gubuk-an 3 Buah
Master Foto
Janur 2 Buah
Buku Tamu 2 Buah
Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi)
Sound System
","Jl. Dharmawangsa No.36, Airlangga, Kec. Gubeng, Jawa Timur 60289",Surabaya,-7.270017,112.708009
Arsita Wedding,Paket B,IDR 67.000.000,"Dekorasi Pelaminan Satu Set 12 Meter dengan bunga hidup
Taman Pelaminan (mini garden)
Gazebo dengan bunga hidup
Standing Flower Jalan
Karpet Jalan
Dekorasi Meja Prasmanan
Dekorasi Meja Dessert
Meja Gubugan
Rias Pengantin dan Busana Untuk Akad dan Resepsi
Rias dan Busana 2 Pasang Orang Tua
Rias dan Busana Pager Ayu dan Pager Bagus 6 Orang
Rias dan Busana Penerima Tamu 4 Orang
Foto shoot acara di gedung
Video shoot acara di gedung
Album foto 15 halaman dan  master foto
DVD Video dan master Video
Foto dan frame ukuran 17R
Buku Tamu
Tempat Angpao
Tempat Souvenir

","Jl. Dharmawangsa No.36, Airlangga, Kec. Gubeng, Jawa Timur 60290",Surabaya,-7.270017,112.708009
Arsita Wedding,Paket C,IDR 81.000.000,"Dekorasi Pelaminan Satu Set 12 Meter dengan bunga hidup
Taman Pelaminan
Gazebo dengan bunga hidup
Standing Flower
Karpet Jalan
Dekorasi Meja Prasmanan
Dekorasi Meja Dessert
Meja Gubugan
Janur 2 buah
Rias Pengantin dan Busana Untuk Akad dan Resepsi
Rias dan Busana 2 Pasang Orang Tua
Rias dan Busana Pager Ayu dan Pager Bagus 6 Orang
Rias dan Busana Penerima Tamu 4 Orang
Foto shoot acara di gedung
Video shoot acara di gedung
Album foto 15 halaman dan master foto
DVD Video dan master Video
Foto dan frame ukuran 17R
Foto shoot acara di gedung
Video shoot acara di gedung
Album foto 15 halaman dan master foto
DVD Video dan master Video
Foto dan frame ukuran 17R
","Jl. Dharmawangsa No.36, Airlangga, Kec. Gubeng, Jawa Timur 60286",Surabaya,-7.270017,112.708009
Khaela Wedding,Paket Rumah Rosella,IDR 12.000.000,"Dekorasi Pelaminan Satu Set 12 Meter dengan bunga hidup
Taman Pelaminan
Gazebo dengan bunga hidup
Standing Flower
Karpet Jalan
Dekorasi Meja Prasmanan
Dekorasi Meja Dessert
Meja Gubugan
Janur 2 buah
Tempat Angpao
Tempat Souvenir
Rias Pengantin dan Busana Untuk Akad dan Resepsi
Rias dan Busana 2 Pasang Orang Tua
Rias dan Busana Pager Ayu dan Pager Bagus 6 Orang
Rias dan Busana Penerima Tamu 4 Orang
Foto shoot acara di gedung
Video shoot acara di gedung
Album foto 15 halaman dan master foto
DVD Video dan master Video
Foto dan frame ukuran 17R
","DK, Jl. Sambisari II B No.05, Kel, Lontar, Kec. Sambikerep,  Jawa Timur 60188",Surabaya,-7.270017,112.675092
Khaela Wedding,Paket Rumah Tulip,IDR 17.000.000,"Pelaminan rumah 3-6 meter
panggung (t=40 cm) + karpet panggung
Sofa Pelaminan + 4 Kursi Ortu
Penjor dan pregola (pintu masuk)
Taman depan pelaminan
Standing flower (bunga hidup) + Lampu Sorot
Janur kembar mayang (4 unit)
Tombang Pundi Uang (2 unit)
Rias akad nikah dan temu
Rias resepsi
Busana pengantin (3 pasang) – dipinjamkan
Rias dan busana ibu pengantin dan ibu besan (2 orang)
Rias dan busana untuk among tamu (2 orang)
Rias dan busana untuk pagar ayu (2 orang)
Busana beskap untuk bapak dan bapak besan (2 orang)
Busana beskap untuk pagar bagus (2 orang)
Ronce melati segar lengkap untuk pengantin 
Bando melati segar buat ibu dan ibu besan
","DK, Jl. Sambisari II B No.05, Kel, Lontar, Kec. Sambikerep,  Jawa Timur 60189",Surabaya,-7.270017,112.675092
